review_text,rating,review_date
"the most useless app, i never expected such an irrelevant app from boa. big shame!",1,2024-11-04
professional on banking app,5,2024-11-01
has some nice interface but always freezes or slow to load .app developers please fix this issue.,3,2024-10-27
አይሰራም አስተካክሉት,5,2024-10-26
please try another because this app doesn't feet the need of this generation,1,2024-10-25
fast transfer,5,2024-10-24
"what's up i can't log in, what's wrong",5,2024-10-22
amrumehamed,1,2024-10-21
"nice to meet you my proud bank in ethiopia.. i'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? i'm working a lot of international money.but i can't get direct in ethiopia because of don't knowing the legal ways of getting money in ethiopia please can i get and direct deposit with boa please 🙏🙏🙏?",5,2024-10-18
ደደገነሐ,5,2024-10-15
"terrible bank experience it’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. the app constantly crashes, services are limited, and every time i try to transfer money or load telebirr, there’s a huge delay. i have to wait 5 days for failed transactions to be refunded! even ussd is unreliable. they’ve put me in embarrassing situations countless times, and customer care never fixes anything. i’ve switched banks, and you should too!",1,2024-10-14
a painfully slow banking app service. please don't make it your choice!,1,2024-10-13
good app,4,2024-10-12
best app to me,5,2024-10-11
boa,5,2024-10-11
abdulkadir,5,2024-10-11
bad,1,2024-10-10
if it is possible i would gove0 star,1,2024-10-08
nise mobile bankig,4,2024-10-05
overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04
ok,5,2024-10-04
just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04
update to the simplest way it requires the developer option on and off why this is,5,2024-10-04
"stop telling me what to do with my phone, boa. why does your newly updated app keep asking me to disable the developer options? i’m not slowing down my phone just to use your god damn app. 🤮🤮🤮🤮",1,2024-10-04
i'm living out of country how may i download and use mobile banking? it asks me the ethiopia phone number and i can't receive text to confirm because i'm out side the country. so please lete know if i can use while i'm outside the country. thanks,1,2024-10-04
worest app,1,2024-10-03
the worest app ever,1,2024-10-03
አሪፍ ነው በርቱልን,5,2024-10-03
wwwerrr,5,2024-10-02
ጀማል ውቀቱ,5,2024-09-30
great for financial company,5,2024-09-30
very easy to use,5,2024-09-30
the app's crash always.. error.....,3,2024-09-27
this app is incredibly frustrating to use. it’s filled with issues that make it difficult to navigate and complete tasks efficiently. i’ve never encountered such a poorly designed banking application before. it needs significant improvements to enhance user experience. it deserves a vey low rating.,1,2024-09-26
great ui and seamless ux. i love it!!,5,2024-09-25
that's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25
it's easy used to operate program and secured 👍👍,4,2024-09-25
i bought a mobile card on this app but i didn't receive it and it took my money and i didn't get my money back.,1,2024-09-21
amazing,5,2024-09-19
great app with great services,5,2024-09-19
yes active user,5,2024-09-17
shameful,1,2024-09-17
the worest app ever made i would not recommende for no one,1,2024-09-16
good application,5,2024-09-16
"how many hours should i wait after transferring money to telebirr, please do something about the transfer delay issue i need my money when ever.",1,2024-09-15
"boa is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. this is a huge gap that i observed in boa mobile banking. i didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. after waiting so long, i called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". this is not totally fair.",1,2024-09-15
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14
it's not working. it needs a big update. can't you update the app quickly?,1,2024-09-14
"i am aimohon joel , it's can be good for a better conversation in time 🙂",3,2024-09-14
"better app than most mobile apps, but why do i have to turn off developer option every time i wanna use the app?? it's annoying.",1,2024-09-13
bes and freindly app,5,2024-09-13
it doesn't work.,1,2024-09-12
"it say ""the request was not successful. please check device connectivity or try again"" why? one of the bank manager told me it is because of my phone's android version which is 9.1 it is ridiculous! disappointing",1,2024-09-11
how to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11
smart technology,5,2024-09-10
yegema app tish🪨,1,2024-09-08
